Year,Title,Journal,Authors,Category,Endorsement
2008,Preparative-scale One-pot Syntheses Of Hexafluoro-1|3-butadiene,Journal Of Fluorine Chemistry,Ramachandran| Pv; Reddy| Gv,3,4
2008,Presentation| Calibration And Validation Of The Low-order| Dcess Earth System Model (version 1),Geoscientific Model Development,Shaffer| G; Olsen| Sm; Pedersen| Jop,4,2
2008,Preserved Paleo-oceanic Plateaus In Accretionary Complexes: Implications For The Contributions Of The Pacific Superplume To Global Environmental Change,Gondwana Research,Utsunomiya| A; Suzuki| N; Ota| T,5,3
2008,Prey-mediated Effects Of Drought On Condition And Survival Of A Terrestrial Snake,Ecology,Sperry| Jh; Weatherhead| Pj,2,4
2008,Primary Production And Rain Use Efficiency Across A Precipitation Gradient On The Mongolia Plateau,Ecology,Bai| Yf; Wu| Jg; Xing| Q; Pan| Qm; Huang| Jh; Yang| Dl; Han| Xg,2,4
2008,Principal Components And Iterative Regression Analysis Of Geophysical Series: Application To Sunspot Number (1750-2004),Computers & Geosciences,Nordemann| Djr; Rigozo| Nr; Echer| Mpds; Echer| E,4,4
2008,Prioritizing Land-management Options For Carbon Sequestration Potential,Current Science,Koul| Dn; Panwar| P,3,3
2008,Processes Controlling The Geochemical Composition Of The South China Sea Sediments During The Last Climatic Cycle,Chemical Geology,Sun| Yb; Wu| F; Clemens| Sc; Oppo| Dw,5,4
2008,Prognosis For A Sick Planet,Clinical Medicine,Maslin| M,3,2
2008,Progress On Observation Of Cryospheric Components And Climate-related Studies In China,Advances In Atmospheric Sciences,Xiao| Cd; Qin| Dh; Yao| Td; Ding| Yj; Liu| Sy; Zhao| L; Liu| Yj,2,4
2008,Projected Change In Climate Thresholds In The Northeastern Us: Implications For Crops| Pests| Livestock| And Farmers,Mitigation And Adaptation Strategies For Global Change,Wolfe| Dw; Ziska| L; Petzoldt| C; Seaman| A; Chase| L; Hayhoe| K,2,4
2008,Projected Changes In Drought Occurrence Under Future Global Warming From Multi-model| Multi-scenario| Ipcc Ar4 Simulations,Climate Dynamics,Sheffield| J; Wood| Ef,2,3
2008,Projected Potential Vegetation Change In China Under The Sres A2 And B2 Scenarios,Advances In Atmospheric Sciences,Jiang| D,2,2
2008,Projection Of Future World Water Resources Under Sres Scenarios: Water Withdrawal,Hydrological Sciences Journal-journal Des Sciences Hydrologiques,Shen| Yj; Ok| T; Utsumi| N; Kanae| S; Hanasaki| N,2,4
2008,Proposal For A Simple And Sensitive Haemolytic Assay For Palytoxin Toxicological Dynamics| Kinetics| Ouabain Inhibition And Thermal Stability,Harmful Algae,Riobo| P; Paz| B; Franco| Jm; Vazquez| Ja; Murado| Ma,2,4
2008,Protecting Climate With Forests,Environmental Research Letters,Jackson| Rb; Randerson| Jt; Canadell| Jg; Anderson| Rg; Avissar| R; Baldocchi| Dd; Bonan| Gb; Caldeira| K; Diffenbaugh| Ns; Field| Cb; Hungate| Ba; Jobbagy| Eg; Kueppers| Lm; Nosetto| Md; Pataki| De,3,4
2008,Proxy-based Reconstructions Of Hemispheric And Global Surface Temperature Variations Over The Past Two Millennia,Proceedings Of The National Academy Of Sciences Of The United States Of America,Mann| Me; Zhang| Zh; Hughes| Mk; Bradley| Rs; Miller| Sk; Rutherford| S; Ni| Fb,5,4
2008,Public Concern Over Global Warming Correlates Negatively With National Wealth,Climatic Change,Sandvik| H,3,4
2008,Public Perception Of Climate Change Voluntary Mitigation And Barriers To Behavior Change,American Journal Of Preventive Medicine,Semenza| Jc; Hall| De; Wilson| Dj; Bontempo| Bd; Sailor| Dj; George| La,3,3
2008,Public Priorities For Sustainable Forest Management In Six Forest Dependent Communities Of British Columbia,Canadian Journal Of Forest Research-revue Canadienne De Recherche Forestiere,Kozak| Ra; Spetic| Wc; Harshaw| Hw; Maness| Tc; Sheppard| Srj,4,4
2008,Quantifying Coastal Inundation Vulnerability Of Turkey To Sea-level Rise,Environmental Monitoring And Assessment,Demirkesen| Ac; Evrendilek| F; Berberoglu| S,2,4
2008,Quantifying The External Costs Of Vehicle Use: Evidence From America's Top-selling Light-duty Models,Transportation Research Part D-transport And Environment,Lemp| Jd; Kockelman| Km,3,3
2008,Quantifying Uncertainty In The Biospheric Carbon Flux For England And Wales,Journal Of The Royal Statistical Society Series A-statistics In Society,Kennedy| M; Anderson| C; O'hagan| A; Lomas| M; Woodward| I; Gosling| Jp; Heinemeyer| A,4,4
2008,Quantitative Observations Of A Major Coral Bleaching Event In Barbados| Southeastern Caribbean,Climatic Change,Oxenford| Ha; Roach| R; Brathwaite| A; Nurse| L; Goodridge| R; Hinds| F; Baldwin| K; Finney| C,2,4
2008,Radiative Forcing From Surface No(x) Emissions: Spatial And Seasonal Variations,Climatic Change,Derwent| Rg; Stevenson| Ds; Doherty| Rm; Collins| Wj; Sanderson| Mg; Johnson| Ce,4,3
2008,Radiative Impact Of Boreal Smoke In The Arctic: Observed And Modeled,Journal Of Geophysical Research-atmospheres,Stone| Rs; Anderson| Gp; Shettle| Ep; Andrews| E; Loukachine| K; Dutton| Eg; Schaaf| C; Roman| Mo,4,3
2008,Rain| Temperature| And Child-adolescent Height Among Native Amazonians In Bolivia,Annals Of Human Biology,Godoy| R; Goodman| E; Reyes-garcia| V; Eisenberg| Dta; Leonard| Wr; Huanca| T; Mcdade| Tw; Tanner| S; Jha| N,2,4
2008,Rainfall Effects On Rare Annual Plants,Journal Of Ecology,Levine| Jm; Mceachern| Ak; Cowan| C,2,4
2008,Rainfall Influences On Ungulate Population Abundance In The Mara-serengeti Ecosystem,Journal Of Animal Ecology,Ogutu| Jo; Piepho| Hp; Dublin| Ht; Bhola| N; Reid| Rs,2,4
2008,Raised Water Temperature Lowers Diversity Of Hyporheic Aquatic Hyphomycetes,Freshwater Biology,Barlocher| F; Seena| S; Wilson| Kp; Williams| Dd,2,4
2008,Range And Severity Of A Plant Disease Increased By Global Warming,Journal Of The Royal Society Interface,Evans| N; Baierl| A; Semenov| Ma; Gladders| P; Fitt| Bdl,2,3
2008,Range Expansion Of A Habitat-modifying Species Leads To Loss Of Taxonomic Diversity: A New And Impoverished Reef State,Oecologia,Ling| Sd,2,4
2008,Range-edge Effects Promote Clonal Growth In Peripheral Populations Of The One-sided Wintergreen Orthilia Secunda,Diversity And Distributions,Beatty| Ge; Mcevoy| Pm; Sweeney| O; Provan| J,2,4
2008,Ranking Of Refrigerants,Environmental Science & Technology,Restrepo| G; Weckert| M; Bruggemann| R; Gerstmann| S; Frank| H,3,4
2008,Ranking Patterns| An Application To Refrigerants,Match-communications In Mathematical And In Computer Chemistry,Restrepo| G; Briiggemann| R; Weckert| M; Gerstmann| S; Frank| H,4,4
2008,Rapid Carbon Injection And Transient Global Warming During The Paleocene-eocene Thermal Maximum,Netherlands Journal Of Geosciences-geologie En Mijnbouw,Sluijs| A; Brinkhuis| H,5,3
2008,Rapid Range Expansion And Community Reorganization In Response To Warming,Global Change Biology,Le Roux| Pc; Mcgeoch| Ma,2,4
2008,Rates Of Change In Natural And Anthropogenic Radiative Forcing Over The Past 20|000 Years,Proceedings Of The National Academy Of Sciences Of The United States Of America,Joos| F; Spahni| R,5,2
2008,Rates Of Co2 Removal By A Aphanothece Microscopica Nageli In Tubular Photobioreactors,Chemical Engineering And Processing,Jacob-lopes| E; Scoparo| Chg; Franco| Tt,3,4
2008,Recent Decrease Of Summer Nutrients Concentrations And Future Possible Shrinkage Of The Subarctic North Pacific High-nutrient Low-chlorophyll Region,Global Biogeochemical Cycles,Ono| T; Shiomoto| A; Saino| T,2,4
2008,Recent Increase In Body Size Of The American Marten Martes Americana In Alaska,Biological Journal Of The Linnean Society,Yom-tov| Y; Yom-tov| S; Jarrell| G,2,4
2008,Recent Oppositely Directed Trends In Solar Climate Forcings And The Global Mean Surface Air Temperature. Ii. Different Reconstructions Of The Total Solar Irradiance Variation And Dependence On Response Time Scale,Proceedings Of The Royal Society A-mathematical Physical And Engineering Sciences,Lockwood| M; Frohlich| C,4,4
2008,Recent Radical Shifts Of Atmospheric Circulations And Rapid Changes In Arctic Climate System,Geophysical Research Letters,Zhang| Xd; Sorteberg| A; Zhang| J; Gerdes| R; Comiso| Jc,2,4
2008,Recent Trends In The Seasonal And Temporal Behaviour Of The El Nino-southern Oscillation,Geophysical Research Letters,Nicholls| N,2,4
2008,Recent Water Level Declines In The Lake Michigan-huron System,Environmental Science & Technology,Sellinger| Ce; Stow| Ca; Lamon| Ec; Qian| Ss,2,4
2008,Recurrent Soil Freeze-thaw Cycles Enhance Grassland Productivity,New Phytologist,Kreyling| J; Beierkuhnlein| C; Pritsch| K; Schloter| M; Jentsch| A,2,4
2008,Redirecting Rumen Fermentation To Reduce Methanogenesis,Australian Journal Of Experimental Agriculture,Mcallister| Ta; Newbold| Cj,3,3
2008,Regional Climate Responses To Geoengineering With Tropical And Arctic So(2) Injections,Journal Of Geophysical Research-atmospheres,Robock| A; Oman| L; Stenchikov| Gl,3,3
2008,Regional Co2 Budget| Countermeasures And Reduction Aims For The Alpine Tourist Region Of Davos| Switzerland,Energy Policy,Walz| A; Calonder| Gp; Hagedorn| F; Lardelli| C; Lundstrom| C; Stockli| V,3,3
2008,Regulation Of The Monsoon Climate By Two Different Orbital Rhythms And Forcing Mechanisms,Geology,Nakagawa| T; Okuda| M; Yonenobu| H; Miyoshi| N; Fujiki| T; Gotanda| K; Tarasov| Pe; Morita| Y; Takemura| K; Horie| S,5,4
2008,Relation Between Temperature Sensitivity To Doubled Carbon Dioxide And The Distribution Of Clouds In Current Climate Models,Izvestiya Atmospheric And Oceanic Physics,Volodin| Em,4,3
2008,Relationship Of Floodplain Ichnocoenoses To Paleopedology| Paleohydrology| And Paleoclimate In The Willwood Formation| Wyoming| During The Paleocene-eocene Thermal Maximum,Palaios,Smith| Jj; Hasiotis| St; Kraus| Mj; Woody| Dt,5,4
2008,Relationships Between Forest Fine And Coarse Woody Debris Carbon Stocks Across Latitudinal Gradients In The United States As An Indicator Of Climate Change Effects,Ecological Indicators,Woodall| Cw; Liknes| Gc,4,4
2008,Relative Roles Of Climate Sensitivity And Forcing In Defining The Ocean Circulation Response To Climate Change,Climate Dynamics,Scott| Jr; Sokolov| Ap; Stone| Ph; Webster| Md,2,3
2008,Reproducibility Of Maximum Daily Precipitation Amount Over Japan By A High-resolution Non-hydrostatic Model,Sola,Kanada| S; Nakano| M; Hayashi| S; Kato| T; Nakamura| M; Kurihara| K; Kitoh| A,2,4
2008,Reproductive Potential Of A Marine Ecosystem Engineer At The Edge Of A Newly Expanded Range,Global Change Biology,Ling| Sd; Johnson| Cr; Frusher| S; King| Ck,2,4
2008,Resolving Systematic Errors In Estimates Of Net Ecosystem Exchange Of Co2 And Ecosystem Respiration In A Tropical Forest Biome,Agricultural And Forest Meteorology,Hutyra| Lr; Munger| Jw; Hammond-pyle| E; Saleska| Sr; Restrepo-coupe| N; Daube| Bc; De Camargo| Pb; Wofsy| Sc,4,4
2008,Resonance And Sea Level Variability In Chesapeake Bay,Continental Shelf Research,Zhong| Lj; Li| M; Foreman| Mgg,2,5
2008,Response In Extremes Of Daily Precipitation And Wind From A Downscaled Multi-model Ensemble Of Anthropogenic Global Climate Change Scenarios,Tellus Series A-dynamic Meteorology And Oceanography,Haugen| Je; Iversen| T,2,2
2008,Response Of Calcareous Nannofossils To The Paleocene-eocene Thermal Maximum: Observations On Composition| Preservation And Calcification In Sediments From Odp Site 1263 (walvis Ridge - Sw Atlantic),Marine Micropaleontology,Raffi| I; De Bernardi| B,5,4
2008,Response Of Land Accretion Of The Yellow River Delta To Global Climate Change And Human Activity,Quaternary International,Xu| Jx,2,4
2008,Response Of Larch Species To Climate Changes,Journal Of Plant Ecology-uk,Leng| Wf; He| Hs; Liu| Hj,2,4
2008,Response Of Soil Surface Co2 Flux In A Boreal Forest To Ecosystem Warming,Global Change Biology,Bronson| Dr; Gower| St; Tanner| M; Linder| S; Van Herk| I,2,4
2008,Response Of The Tropical Pacific To Changes In Extratropical Clouds,Climate Dynamics,Barreiro| M; Philander| Sg,2,4
2008,Response Of The Zonal Mean Atmospheric Circulation To El Nino Versus Global Warming,Journal Of Climate,Lu| J; Chen| G; Frierson| Dmw,2,3
2008,Responses Of Reef Fish Communities To Coral Declines On The Great Barrier Reef,Marine Ecology-progress Series,Cheal| Aj; Wilson| Sk; Emslie| Mj; Dolman| Am; Sweatman| H,2,4
2008,Restoration Of A Shallow Mediterranean Lake By Biomanipulation Complicated By Drought,Fundamental And Applied Limnology,Beklioglu| M; Tan| Co,3,4
2008,Rethinking Downstream Regulation: California's Opportunity To Engage Households In Reducing Greenhouse Gases,Energy Policy,Niemeier| D; Gould| G; Karner| A; Hixson| M; Bachmann| B; Okma| C; Lang| Z; Del Valle| Dh,3,3
2008,Retrieval Of Liquid Water Path Inside Nonprecipitating Clouds Using Tmi Measurements,Acta Meteorologica Sinica,Wang| Y; Yu| Yf; Wang| Zf; Liu| Gs,4,4
2008,Revising A Process-based Biogeochemistry Model (dndc) To Simulate Methane Emission From Rice Paddy Fields Under Various Residue Management And Fertilizer Regimes,Global Change Biology,Fumoto| T; Kobayashi| K; Li| C; Yagi| K; Hasegawa| T,3,4
2008,Rise And Fall Of Jellyfish In The Eastern Bering Sea In Relation To Climate Regime Shifts,Progress In Oceanography,Brodeur| Rd; Decker| Mb; Ciannelli| L; Purcell| Je; Bond| Na; Stabeno| Pj; Acuna| E; Hunt| Gl,2,3
2008,Risk Analysis Of Climate Change On Coffee Nematodes And Leaf Miner In Brazil,Pesquisa Agropecuaria Brasileira,Ghini| R; Hamada| E; Pedro| Mj; Marengo| Ja; Goncalves| Rrd,2,3
2008,Risk Effects In Elk: Sex-specific Responses In Grazing And Browsing Due To Predation Risk From Wolves,Behavioral Ecology,Christianson| D; Creel| S,2,4
2008,Rock And Palaeomagnetic Evidence For The Plio-pleistocene Palaeoctimatic Change Recorded In Upper Rhine Graben Sediments (core Ludwigshafen-parkinsel),Netherlands Journal Of Geosciences-geologie En Mijnbouw,Rotf| C; Hambach| U; Weidenfeller| M,5,4
2008,Rock Falls In High-alpine Rock Walls Quantified By Terrestrial Lidar Measurements: A Case Study In The Mont Blanc Area,Geophysical Research Letters,Rabatel| A; Deline| P; Jaillet| S; Ravanel| L,2,4
2008,Role Of Crop Residue Management In Sustainable Agricultural Development In The North China Plain,Journal Of Sustainable Agriculture,Zhang| Qz; Yang| Zl; Wu| Wl,3,3
2008,Role Of Nuclear Energy In Environment| Economy And Energy Issues Of The 21st Century Green House Gas Emission Constraint Effects,Progress In Nuclear Energy,Matsui| K; Ujita| H; Tashimo| M,3,3
2008,Role Of Winter Temperature And Climate Change On The Survival And Future Range Expansion Of The Hemlock Woolly Adelgid (adelges Tsugae) In Eastern North America,Mitigation And Adaptation Strategies For Global Change,Paradis| A; Elkinton| J; Hayhoe| K; Buonaccorsi| J,2,4
2008,Rubisco| Rubisco Activase| And Global Climate Change,Journal Of Experimental Botany,Sage| Rf; Way| Da; Kubien| Ds,2,3
2008,Satellite Estimation Of Forest Carbon Using Regression Models,International Journal Of Remote Sensing,Rahman| Mm; Csaplovics| E; Koch| B,4,4
2008,Satellite Monitoring Of Spatio-temporal Dynamics Of China's Coastal Zone Eco-environments: Preliminary Analysis On The Relationship Between The Environment| Climate Change And Human Behavior,Environmental Geology,Qin| Q; Zhu| L; Ghulam| A; Li| Z; Nan| P,4,4
2008,Satellite Remote Sounding Of Mid-tropospheric Co(2),Geophysical Research Letters,Chahine| Mt; Chen| L; Dimotakis| P; Jiang| X; Li| Qb; Olsen| Et; Pagano| T; Randerson| J; Yung| Yl,4,2
2008,Saved?,New Scientist,Pearce| F,3,3
2008,Scale Mismatches And Their Ecological And Economic Effects On Landscapes: A Spatially Explicit Model,Global Environmental Change-human And Policy Dimensions,Satake| A; Rudel| Tk; Onuma| A,4,3
2008,Scenario Modeling Potential Eco-efficiency Gains From A Transition To Organic Agriculture: Life Cycle Perspectives On Canadian Canola| Corn| Soy| And Wheat Production,Environmental Management,Pelletier| N; Arsenault| N; Tyedmers| P,3,4
2008,Sea Ice Retreat Alters The Biogeography Of The Bering Sea Continental Shelf,Ecological Applications,Mueter| Fj; Litzow| Ma,2,4
2008,Sea Level Responses To Climatic Variability And Change In Northern British Columbia,Atmosphere-ocean,Abeysirigunawardena| Ds; Walker| Ij,2,4
2008,Sea Snakes (laticauda Spp.) Require Fresh Drinking Water: Implication For The Distribution And Persistence Of Populations,Physiological And Biochemical Zoology,Lillywhite| Hb; Babonis| Ls; Sheehy| Cm; Tu| Mc,2,4
2008,Sea-going Hardware For The Cloud Albedo Method Of Reversing Global Warming,Philosophical Transactions Of The Royal Society A-mathematical Physical And Engineering Sciences,Salter| S; Sortino| G; Latham| J,3,3
2008,Seasonal And Interannual Variation Of Subtidal Fish Assemblages In Wakasa Bay With Reference To The Warming Trend In The Sea Of Japan,Environmental Biology Of Fishes,Masuda| R,2,4
2008,Seasonal Effect On N2o Formation In Nitrification In Constructed Wetlands,Chemosphere,Inamori| R; Wang| Yh; Yamamoto| T; Zhang| Jx; Kong| Hn; Xu| Kq; Inamori| Y,4,4
2008,Seasonal Occurrence Of Canine Babesiosis Is Influenced By Local Climate Conditions,International Journal Of Medical Microbiology,Leschnik| M; Kirtz| G; Tichy| A; Leidinger| E,2,4
2008,Seasonal Quantification Of Coastal Processes And Cliff Erosion On Fine Sediment Shorelines In A Cold Temperate Climate| North Shore Of The St. Lawrence Maritime Estuary| Quebec,Journal Of Coastal Research,Bernatchez| P; Dubois| Jmm,2,4
2008,Seasonal Variation And Correlation With Environmental Factors Of Photosynthesis And Water Use Efficiency Of Juglans Regia And Ziziphus Jujuba,Journal Of Integrative Plant Biology,Yang| Hb; An| Sq; Sung| Oj; Shi| Zm; She| Xs; Sun| Qy; Liu| Sr,2,4
2008,Seasonal Variations In The Isotopic Composition Of Near-surface Water Vapour In The Eastern Mediterranean,Tellus Series B-chemical And Physical Meteorology,Angert| A; Lee| Je; Yakir| D,4,4
2008,Second Law Analysis Of Two-stage Compression Transcritical Co2 Heat Pump Cycle,International Journal Of Energy Research,Ozgur| Ae; Bayrakci| Hc,3,4
2008,Sedimentary Facies And Architecture Of The Holocene To Recent Romo Barrier Island In The Danish Wadden Sea,Geological Survey Of Denmark And Greenland Bulletin,Johannessen| Pn; Nielsen| Lh; Nielsen| L; Moller| I; Pejrup| M; Andersen| Tj; Korshoj| J; Larsen| B; Piasecki| S,5,4
2008,Sedimentary Records And Paleoenvironmental Significance Of Stable Isotopic Evidences From The Late Cenozoic| Northern Tianshan,Acta Petrologica Sinica,Deng| St; Wu| Cd; Gu| X; Guo| Zj,5,4
2008,Sedimentary Response To Paleocene-eocene Thermal Maximum Carbon Release: A Model-data Comparison,Geology,Panchuk| K; Ridgwell| A; Kump| Lr,5,4
2008,Selecting Models Of Apple Flowering Time And Understanding How Global Warming Has Had An Impact On This Trait,Journal Of Horticultural Science & Biotechnology,Legave| Jm; Farrera| I; Almeras| T; Calleja| M,2,4
2008,Sensitivity Of A Carbon And Productivity Model To Climatic| Water| Terrain| And Biophysical Parameters In A Rocky Mountain Watershed,Canadian Journal Of Remote Sensing,Xu| Sy; Peddle| Dr; Coburn| Ca; Kienzle| S,4,4
2008,Serosurveillance For Japanese Encephalitis| Akabane| And Aino Viruses For Thoroughbred Horses In Korea,Journal Of Veterinary Science,Yang| Dk; Kim| Bh; Kweon| Ch; Nah| Jj; Kim| Hj; Lee| Kw; Yang| Yj; Mun| Kw,2,4
2008,Sewage Sludge Handling With Phosphorus Utilization - Life Cycle Assessment Of Four Alternatives,Journal Of Cleaner Production,Johansson| K; Perzon| M; Froling| M; Mossakowska| A; Svanstrom| M,3,4
2008,Sfgp 2007 - The Effects Of Sludge Digester Biogas Recovery On Wwtp Ecological Impacts And Exergetic Balance,International Journal Of Chemical Reactor Engineering,Belhani| M; Pons| Mn; Alonso| D,3,4
2008,Sharply Increased Insect Herbivory During The Paleocene-eocene Thermal Maximum,Proceedings Of The National Academy Of Sciences Of The United States Of America,Currano| Ed; Wilf| P; Wing| Sl; Labandeira| Cc; Lovelock| Ec; Royer| Dl,5,2
2008,Shield Effect On Continental Weathering: Implication For Climatic Evolution Of The Earth At The Geological Timescale,Geoderma,Godderis| Y; Donnadieu| Y; Tombozafy| M; Dessert| C,5,3
2008,Shifting Global Invasive Potential Of European Plants With Climate Change,Plos One,Peterson| At; Stewart| A; Mohamed| Ki; Araujo| Mb,2,4
2008,Short-term Effects Of Temperature Enhancement On Growth And Reproduction Of Alpine Grassland Species,Basic And Applied Ecology,Kudernatsch| T; Fischer| A; Bernhardt-romermann| M; Abs| C,2,4
2008,Short-term Streamflow Forecasting With Global Climate Change Implications - A Comparative Study Between Genetic Programming And Neural Network Models,Journal Of Hydrology,Makkeasorn| A; Chang| Nb; Zhou| X,2,4
2008,Shrinking Sphere Kinetics For Batch Dissolution Of Mixed Particles Of A Single Substance At High Under-saturation: Validation With Sodium Chloride| But With Biogenic Silica In Mind,Aquatic Geochemistry,Truesdale| Vw,3,4
2008,Shrub Invasion Decreases Diversity And Alters Community Stability In Northern Chihuahuan Desert Plant Communities,Plos One,Baez| S; Collins| Sl,2,4
2008,Significant Contribution Of The 18.6 Year Tidal Cycle To Regional Coastal Changes,Nature Geoscience,Gratiot| N; Anthony| Ej; Gardel| A; Gaucherel| C; Proisy| C; Wells| Jt,2,4
2008,Simple Dynamic Gasifier Model That Runs In Aspen Dynamics,Industrial & Engineering Chemistry Research,Robinson| Pj; Luyben| Wl,3,4
2008,Simulated 21st Century's Increase In Oceanic Suboxia By Co(2)-enhanced Biotic Carbon Export,Global Biogeochemical Cycles,Oschlies| A; Schulz| Kg; Riebesell| U; Schmittner| A,2,3
2008,Simulated Biomass And Soil Carbon Of Loblolly Pine And Cottonwood Plantations Across A Thermal Gradient In Southeastern United States,Forest Ecology And Management,Luxmoore| Rj; Tharp| Ml; Post| Wm,2,4
2008,Simulated Response Of Conterminous United States Ecosystems To Climate Change At Different Levels Of Fire Suppression| Co(2) Emission Rate| And Growth Response To Co(2),Global And Planetary Change,Lenihan| Jm; Bachelet| D; Neilson| Rp; Drapek| R,2,3
2008,Simulating Gross Primary Productivity Of Humid-temperate Pastures,Agronomy Journal,Skinner| Rh; Corson| Ms; Gilmanov| Tg,4,4
2008,Simulation Of The Atlantic Meridional Overturning Circulation In An Atmosphere-ocean Global Coupled Model. Part Ii: Weakening In A Climate Change Experiment: A Feedback Mechanism,Climate Dynamics,Guemas| V; Salas-melia| D,2,4
2008,Simulation Study Of China's Net Primary Production,Chinese Science Bulletin,Gao| Zq; Liu| Jy,3,4
2008,Sixty Years Of Environmental Change In The World's Largest Freshwater Lake - Lake Baikal| Siberia,Global Change Biology,Hampton| Se; Izmest'eva| Lr; Moore| Mv; Katz| Sl; Dennis| B; Silow| Ea,2,4
2008,Size Variations Of The. Calcareous Nannofossil Taxon Discoaster Multiradiatus (incertae Sedis) Across The Paleocene-eocene Thermal Maximum In Ocean Drilling Program Holes 690b And 1209b,Marine Micropaleontology,Tremolada| F; De Bernardi| B; Erba| E,5,4
2008,Soil Carbon Dioxide Emission And Carbon Content As Affected By Irrigation| Tillage| Cropping System| And Nitrogen Fertilization,Journal Of Environmental Quality,Sainju| Um; Jabro| Jd; Stevens| Wb,3,3
2008,Soil Carbon Stocks Under Present And Future Climate With Specific Reference To European Ecoregions,Nutrient Cycling In Agroecosystems,Lal| R,2,3
2008,Soil Carbon Storage Capacity As A Tool To Prioritize Areas For Carbon Sequestration,Current Science,Bhattacharyya| T; Chandran| Dkpp; Ray| Sk; Mandal| C; Telpande| B,3,3
2008,Soil Desiccation In The Loess Plateau Of China,Geoderma,Chen| Hs; Shao| Mg; Li| Yy,2,4
2008,Soil Erosion From Sugar Beet In Central Europe In Response To Climate Change Induced Seasonal Precipitation Variations,Catena,Scholz| G; Quinton| Jn; Strauss| P,2,3
2008,Soil Microbial Responses To Temporal Variations Of Moisture And Temperature In A Chihuahuan Desert Grassland,Microbial Ecology,Bell| C; Mcintyre| N; Cox| S; Tissue| D; Zak| J,2,4
2008,Soil Respiration In A Subtropical Montane Cloud Forest In Taiwan,Agricultural And Forest Meteorology,Chang| Sc; Tseng| Kh; Hsia| Yj; Wang| Cp; Wu| Jt,2,4
2008,Solar Activity And Its Influence On Climate,Netherlands Journal Of Geosciences-geologie En Mijnbouw,De Jager| C,5,4
2008,Solar Pyrometallurgy - An Historic Review,Jom,Neelameggham| Nr,3,3
2008,Somali Jet Changes Under The Global Warming,Acta Meteorologica Sinica,Lin| Mj; Fan| K; Wang| Hj,2,3
2008,Sources Of Nitrous Oxide From N-15-labelled Animal Urine And Urea Fertiliser With And Without A Nitrification Inhibitor| Dicyandiamide (dcd),Australian Journal Of Soil Research,Di| Hj; Cameron| Kc,3,4
2008,Spatial And Seasonal Variations In Ch4 In Groundwater Used For Agriculture In Central Japan,Agriculture Ecosystems & Environment,Watanabe| A; Kasuya| M; Tsunekawa| A; Maeda| M; Sugimoto| A; Kimura| M,4,4
2008,Spatial And Temporal Distribution Of The Cryptospirifer Fauna (middle Permian Brachiopods) In The Tethyan Realm And Its Paleogeographic Implications,Acta Geologica Sinica-english Edition,Xiaochi| J; Lipei| Z,5,4
2008,Spatial And Temporal Heterogeneity Of The Bacterial Communities In Stream Epilithic Biofilms,Fems Microbiology Ecology,Lear| G; Anderson| Mj; Smith| Jp; Boxen| K; Lewis| Gd,2,4
2008,Spatial And Temporal Projected Distribution Of Four Crop Plants In Egypt,Natural Resources Forum,Hegazy| Ak; Medany| Ma; Kabiel| Hf; Maez| Mm,2,3
2008,Spatial Organization| Transport| And Climate Change: Comparing Instruments Of Spatial Planning And Policy,Ecological Economics,Grazi| F; Van Den Bergh| Jcjm,3,3
2008,Spatial Simulation Model To Predict The Colorado Potato Beetle Invasion Under Different Management Strategies,Annales Zoologici Fennici,Valosaari| Kr; Aikio| S; Kaitala| V,2,4
2008,Spatial Variability In Long-term Changes Of Climate And Oceanographic Conditions In Korea,Journal Of Environmental Biology,Jung| S,4,3
2008,Spatial Variability In Subsurface Warming Over The Last Three Decades; Insight From Repeated Borehole Temperature Measurements In The Netherlands,Earth And Planetary Science Letters,Kooi| H,4,4
2008,Spatial-temporal Variability Of Northern Hemisphere Sea Ice Concentrations And Concurrent Atmospheric Teleconnections,Journal Of Environmental Informatics,Piwowar| Jm; Derksen| Cp,2,4
2008,Spatiotemporal Change In China's Frost Days And Frost- Free Season| 1955-2000,Journal Of Geophysical Research-atmospheres,Liu| Bh; Henderson| M; Xu| M,2,4
2008,Spatiotemporal Variation In Avian Diversity And The Short-term Effects Of Typhoons In Tropical Reef-karst Forests On Taiwan,Zoological Science,Lee| Yf; Kuo| Ym; Lin| Yh; Chu| Wc; Wu| Sh; Wang| Hh; Chao| Jt,2,4
2008,Spatiotemporal Vegetation Cover Variations In The Qinghai-tibet Plateau Under Global Climate Change,Chinese Science Bulletin,Xu| Xk; Chen| H; Levy| Jk,2,4
2008,Species Richness And Adaptive Capacity In Animal Communities: Lessons From China,Integrative Zoology,Mackinnon| J,2,3
2008,Spread Of Plant Pathogens And Insect Vectors At The Northern Range Margin Of Cypress In Italy,Acta Oecologica-international Journal Of Ecology,Zocca| A; Zanini| C; Aimi| A; Frigimelica| G; La Porta| N; Battisti| A,2,4
2008,Spread Of Ticks And Tick-borne Diseases In Germany Due To Global Warming,Parasitology Research,Hartelt| K; Pluta| S; Oehme| R; Kimmig| P,2,4
2008,Stability Of Genetic Variance And Covariance For Reproductive Characters In The Face Of Climate Change In A Wild Bird Population,Molecular Ecology,Garant| D; Hadfield| Jd; Kruuk| Leb; Sheldon| Bc,2,4
